,Provider_Number,Hospital_Name,Address,City,State,ZIP_Code,County_Name,Hours physical restraint rate per 1000,Hours physical restraint,Total inpatient hours,Hours seclusion rate per 1000,Hours seclusion,Total inpatient hours,Discharged 2+ meds %,Discharged 2+ meds with justification,Discharged 2+ meds total,Post discharge continuing care plan %,Post discharge continuing care plan created,Total discharge patients,Continuing care plan sent to next provider %,Continuing care plan sent to next provider,Total continuing care plans,Alcohol Screen Complete %,Alcohol Screen Numerator,Alcohol Screen Denominator,TOB-1_%,TOB-1_Numerator,TOB-1_Denominator,Tobacco Use Screen %,TOB-2_Numerator,TOB-2/-2a_Denominator,TOB-2a_%,TOB-2a_Numerator,TOB-2/-2a__Denominator,PEoC_Assessed_Response,EHR Use,HIE_Response,Start_Date,End_Date,% Patients Follow Up Care within 30 days,FUH-30_Numerator,FUH-30_Denominator,% Patients Follow Up Care within 7 days for mental illness,FUH-7_Numerator,FUH-7_Denominator,FUH_Measure_Start_Date,FUH_Measure_End_Date,IMM-2_%,IMM-2_Numerator,IMM-2_Denominator,HCP_%,HCP_Numerator,HCP_Denominator,Flu_Season_Start_Date,Flu_Season_End_Date
880,280061,REGIONAL WEST MEDICAL CENTER,4021 AVE B ,SCOTTSBLUFF,NE,69361,Scotts Bluff,0.27,16.07,2478.0,0.4,23.93,2478,,Not Available,Not Available,66.21%,431,651,64.98%,423,651,79.39%,131,165,86.67%,143,165,47.50%,38,80,16.25%,13,80,Yes,Paper or Other Form,No,01/01/2015,12/31/2015,61.11%,33,54,29.63%,16,54,07/01/2014,06/30/2015,88.97%,121,136,96,393,408,10/01/2015,03/31/2016
881,280065,GREAT PLAINS HEALTH,601 WEST LEOTA STREET PO BOX 1167,NORTH PLATTE,NE,69101,Lincoln,0.47,39.29,3492.0,0.31,25.9,3492,,Not Available,Not Available,92.37%,581,629,83.94%,528,629,95.02%,305,321,88.48%,292,330,49.71%,87,175,Not Available,Not Available,Not Available,Yes,Paper or Other Form,No,01/01/2015,12/31/2015,85.23%,75,88,43.18%,38,88,07/01/2014,06/30/2015,84.66%,276,326,95,21,22,10/01/2015,03/31/2016
882,280081,CHI HEALTH IMMANUEL,6901 NORTH 72ND ST P.O. BOX 34439,OMAHA,NE,68122,Douglas,0.01,0.68,5150.0,0.0,0,5150,,Not Available,Not Available,97.78%,353,361,96.68%,349,361,95.89%,373,389,88.51%,339,383,56.80%,71,125,11.20%,14,125,Yes,Certified EHR Technology,Yes,01/01/2015,12/31/2015,68.89%,93,135,46.67%,63,135,07/01/2014,06/30/2015,96.21%,203,211,100,425,425,10/01/2015,03/31/2016
883,281301,FILLMORE COUNTY HOSPITAL,1900 F STREET P O BOX 193,GENEVA,NE,68361,Fillmore,0.0,0.0,325.0,0.0,0,325,,Not Available,Not Available,62.96%,17,27,62.96%,17,27,88.24%,15,17,82.35%,14,17,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Yes,Paper or Other Form,No,01/01/2015,12/31/2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2015,70.27%,26,37,74,20,27,10/01/2015,03/31/2016
884,284003,LINCOLN REGIONAL CENTER,PO BOX 94949 FOLSOM & WEST PROSPECTOR ,LINCOLN,NE,68509,Lancaster,0.32,156.2,20415.0,0.45,222.43,20415,88.46,23,26,100.00%,74,74,100.00%,74,74,100.00%,35,35,51.43%,18,35,100.00%,11,11,Not Available,Not Available,Not Available,Yes,Paper or Other Form,No,01/01/2015,12/31/2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2015,Not Available,Not Available,Not Available,82,527,644,10/01/2015,03/31/2016
885,284009,DOUGLAS COUNTY HEALTH CENTER,4102 WOOLWORTH AVE ,OMAHA,NE,68105,Douglas,0.06,5.0,3671.0,0.1,8.66,3761,96.97,64,66,96.79%,936,967,76.94%,744,967,96.09%,590,614,96.91%,595,614,54.42%,234,430,51.40%,221,430,Yes,Paper or Other Form,No,01/01/2015,12/31/2015,59.26%,96,162,35.19%,57,162,07/01/2014,06/30/2015,83.44%,257,308,55,54,99,10/01/2015,03/31/2016
886,290005,NORTH VISTA HOSPITAL,1409 EAST LAKE MEAD BLVD ,NORTH LAS VEGAS,NV,89030,Clark,0.11,55.0,20832.0,0.0,0,21251,93.98,250,266,98.67%,521,528,97.73%,516,528,95.86%,649,677,96.60%,654,677,59.05%,137,232,38.36%,89,232,Yes,Certified EHR Technology,Yes,01/01/2015,12/31/2015,18.12%,27,149,Not Available,Not Available,Not Available,07/01/2014,06/30/2015,94.23%,506,537,71,127,180,10/01/2015,03/31/2016
887,290019,CARSON TAHOE REGIONAL MEDICAL CENTER,1600 MEDICAL PARKWAY ,CARSON CITY,NV,89703,Carson City,0.0,0.0,10499.0,0.0,0,10499,,Not Available,Not Available,73.75%,177,240,62.92%,151,240,98.58%,487,494,100.00%,494,494,55.16%,155,281,Not Available,Not Available,Not Available,Yes,Non-Certified EHR Technology,No,01/01/2015,12/31/2015,58.49%,155,265,31.32%,83,265,07/01/2014,06/30/2015,93.49%,273,292,97,91,94,10/01/2015,03/31/2016
888,290022,DESERT SPRINGS HOSPITAL,2075 EAST FLAMINGO ROAD ,LAS VEGAS,NV,89119,Clark,0.0,0.23,9039.0,0.0,0,9039,,Not Available,Not Available,99.24%,392,395,96.46%,381,395,99.52%,418,420,100.00%,417,417,27.01%,47,174,15.52%,27,174,No,Certified EHR Technology,Yes,01/01/2015,12/31/2015,28.57%,28,98,Not Available,Not Available,Not Available,07/01/2014,06/30/2015,97.05%,230,237,92,57,62,10/01/2015,03/31/2016
889,290032,NORTHERN NEVADA MEDICAL CENTER,2375 PRATER WAY ,SPARKS,NV,89434,Washoe,0.03,3.85,6382.0,0.0,0,6382,,Not Available,Not Available,100.00%,300,300,100.00%,300,300,99.66%,293,294,100.00%,249,249,96.30%,52,54,66.67%,36,54,Yes,Certified EHR Technology,No,01/01/2015,12/31/2015,32.35%,22,68,Not Available,Not Available,Not Available,07/01/2014,06/30/2015,98.88%,177,179,77,37,48,10/01/2015,03/31/2016
890,290047,SOUTHERN HILLS HOSPITAL AND MEDICAL CENTER,9300 WEST SUNSET ROAD ,LAS VEGAS,NV,89148,Clark,0.0,0.0,5327.0,0.0,0,5327,,Not Available,Not Available,100.00%,344,344,99.42%,342,344,99.69%,319,320,100.00%,321,321,94.68%,89,94,18.09%,17,94,Yes,Certified EHR Technology,Yes,01/01/2015,12/31/2015,26.92%,21,78,Not Available,Not Available,Not Available,07/01/2014,06/30/2015,100.00%,182,182,81,30,37,10/01/2015,03/31/2016
891,291309,BOULDER CITY HOSPITAL,901 ADAMS BLVD ,BOULDER CITY,NV,89005,Clark,0.16,13.25,3405.0,0.11,9.33,3405,100.0,48,48,100.00%,267,267,100.00%,267,267,100.00%,265,265,100.00%,265,265,100.00%,265,265,100.00%,265,265,Yes,Certified EHR Technology,No,01/01/2015,12/31/2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2015,Not Available,Not Available,Not Available,81,13,16,10/01/2015,03/31/2016
892,294000,DINI-TOWNSEND HOSPITAL AT NNMH,480 GALLETTI WAY ,SPARKS,NV,89431,Washoe,0.31,73.18,9878.0,1.16,275.15,9878,93.75,15,16,100.00%,739,739,100.00%,739,739,0.00%,0,507,51.28%,260,507,94.02%,220,234,94.02%,220,234,No,Paper or Other Form,No,01/01/2015,12/31/2015,45.28%,24,53,Not Available,Not Available,Not Available,07/01/2014,06/30/2015,18.27%,19,104,62,150,242,10/01/2015,03/31/2016
893,294002,SOUTHERN NEVADA ADULT MENTAL HEALTH SERVICES,6161 W CHARLESTON BLVD ,LAS VEGAS,NV,89146,Clark,0.56,766.77,57178.0,0.23,311.3,57178,97.74,259,265,92.98%,2584,2779,92.08%,2559,2779,0.00%,0,2012,94.18%,1895,2012,99.79%,1885,1889,99.79%,1885,1889,No,Certified EHR Technology,No,01/01/2015,12/31/2015,42.28%,52,123,16.26%,20,123,07/01/2014,06/30/2015,33.42%,132,395,72,429,593,10/01/2015,03/31/2016
894,294003,BHC WEST HILLS HOSPITAL,1240 E NINTH ST ,RENO,NV,89512,Washoe,0.05,22.38,19997.0,0.17,83.03,19997,,Not Available,Not Available,92.13%,1019,1106,80.74%,893,1106,96.30%,260,270,98.15%,265,270,38.46%,60,156,Not Available,Not Available,Not Available,Yes,Paper or Other Form,No,01/01/2015,12/31/2015,50.72%,175,345,28.12%,97,345,07/01/2014,06/30/2015,86.13%,323,375,76,149,195,10/01/2015,03/31/2016
895,294008,RED ROCK BEHAVIORAL HEALTH HOSPITAL,5975 W. TWAIN AVENUE ,LAS VEGAS,NV,89103,Clark,0.01,0.1,513.0,0.0,.05,513,100.0,50,50,99.69%,325,326,99.69%,325,326,99.49%,389,391,99.22%,383,386,100.00%,59,59,61.02%,36,59,Yes,Paper or Other Form,No,01/01/2015,12/31/2015,38.74%,43,111,16.22%,18,111,07/01/2014,06/30/2015,24.42%,21,86,88,99,113,10/01/2015,03/31/2016
896,294009,MONTEVISTA HOSPITAL,5900 WEST ROCHELLE AVENUE ,LAS VEGAS,NV,89103,Clark,0.16,14.4,3843.0,0.31,28.7,3843,0.0,0,21,99.67%,905,908,98.24%,892,908,93.18%,396,425,99.30%,427,430,78.23%,194,248,16.53%,41,248,Yes,Paper or Other Form,No,01/01/2015,12/31/2015,45.67%,95,208,28.37%,59,208,07/01/2014,06/30/2015,11.05%,20,181,70,338,480,10/01/2015,03/31/2016
897,294010,SPRING MOUNTAIN SAHARA,5460 WEST SAHARA ,LAS VEGAS,NV,89146,Clark,0.01,1.62,7971.0,0.04,7.05,7971,,Not Available,Not Available,99.58%,469,471,94.90%,447,471,96.43%,567,588,98.64%,580,588,94.10%,287,305,31.80%,97,305,Yes,Paper or Other Form,No,01/01/2015,12/31/2015,48.13%,116,241,27.80%,67,241,07/01/2014,06/30/2015,87.03%,255,293,44,27,61,10/01/2015,03/31/2016
898,294011,SPRING MOUNTAIN TREATMENT CENTER,7000 WEST SPRING MOUNTAIN ROAD ,LAS VEGAS,NV,89117,Clark,0.09,61.46,29331.0,0.49,346.7,29331,,Not Available,Not Available,99.30%,1269,1278,95.38%,1219,1278,95.59%,412,431,100.00%,431,431,98.94%,280,283,32.16%,91,283,Yes,Paper or Other Form,No,01/01/2015,12/31/2015,34.02%,133,391,17.39%,68,391,07/01/2014,06/30/2015,89.73%,463,516,77,228,298,10/01/2015,03/31/2016
899,294012,SEVEN HILLS BEHAVIORAL INSTITUTE,3021 W HORIZON RIDGE PKWY ,HENDERSON,NV,89052,Clark,0.0,2.43,31737.0,0.01,7.95,31737,,Not Available,Not Available,98.66%,1106,1121,98.22%,1101,1121,99.72%,702,704,99.15%,697,703,98.42%,311,316,14.56%,46,316,Yes,Paper or Other Form,No,01/01/2015,12/31/2015,43.33%,91,210,30.00%,63,210,07/01/2014,06/30/2015,88.07%,502,570,53,211,401,10/01/2015,03/31/2016
900,294013,DESERT PARKWAY BEHAVIORAL HEALTHCARE HOSPITAL,3247 S MARYLAND PARKWAY ,LAS VEGAS,NV,89109,Clark,0.05,32.0,24905.0,0.07,39,24905,,Not Available,Not Available,24.36%,652,2676,17.23%,461,2676,19.39%,406,2094,14.57%,305,2094,7.98%,167,2094,Not Available,Not Available,Not Available,Yes,Paper or Other Form,No,01/01/2015,12/31/2015,38.50%,139,361,21.88%,79,361,07/01/2014,06/30/2015,Not Available,Not Available,Not Available,58,145,250,10/01/2015,03/31/2016
901,300001,CONCORD HOSPITAL,250 PLEASANT ST ,CONCORD,NH,3301,Merrimack,0.03,3.0,3600.0,0.1,8.42,3600,,Not Available,Not Available,84.83%,179,211,82.94%,175,211,98.12%,366,373,99.20%,370,373,78.05%,128,164,37.20%,61,164,Yes,Paper or Other Form,No,01/01/2015,12/31/2015,79.22%,61,77,59.74%,46,77,07/01/2014,06/30/2015,88.07%,214,243,86,93,108,10/01/2015,03/31/2016
902,300003,MARY HITCHCOCK MEMORIAL HOSPITAL,1 MEDICAL CENTER DRIVE ,LEBANON,NH,3756,Grafton,0.49,72.0,6161.0,0.0,0,6161,,Not Available,Not Available,85.54%,278,325,75.08%,244,325,98.46%,384,390,99.74%,387,388,94.64%,159,168,35.71%,60,168,No,Certified EHR Technology,Yes,01/01/2015,12/31/2015,78.34%,170,217,55.30%,120,217,07/01/2014,06/30/2015,99.32%,291,293,98,121,123,10/01/2015,03/31/2016
903,300005,LAKES REGION GENERAL HOSPITAL,80 HIGHLAND ST ,LACONIA,NH,3246,Belknap,0.0,0.0,2375.0,0.0,0,2375,,Not Available,Not Available,97.53%,79,81,97.50%,78,80,59.26%,16,27,86.67%,26,30,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Paper or Other Form,No,01/01/2015,12/31/2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2015,86.67%,26,30,100,24,24,10/01/2015,03/31/2016
904,300012,ELLIOT HOSPITAL,1 ELLIOT WAY ,MANCHESTER,NH,3103,Hillsborough,2.32,686.07,12311.0,0.07,20.86,12311,,Not Available,Not Available,73.98%,253,342,65.79%,225,342,82.26%,408,496,97.86%,502,513,15.59%,29,186,11.83%,22,186,Yes,Paper or Other Form,No,01/01/2015,12/31/2015,82.47%,127,154,48.70%,75,154,07/01/2014,06/30/2015,90.03%,262,291,99,149,150,10/01/2015,03/31/2016
905,300014,FRISBIE MEMORIAL HOSPITAL,11 WHITEHALL ROAD ,ROCHESTER,NH,3867,Strafford,53.57,5084.0,3954.0,0.0,0,3954,,Not Available,Not Available,100.00%,247,247,100.00%,247,247,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Non-Certified EHR Technology,No,01/01/2015,12/31/2015,77.78%,28,36,41.67%,15,36,07/01/2014,06/30/2015,100.00%,63,63,95,1164,1220,10/01/2015,03/31/2016
906,300017,PARKLAND MEDICAL CENTER,1 PARKLAND DRIVE ,DERRY,NH,3038,Rockingham,0.0,0.0,3638.0,0.0,0,3638,94.44,17,18,99.22%,381,384,98.96%,380,384,100.00%,323,323,100.00%,323,323,100.00%,156,156,40.38%,63,156,Yes,Certified EHR Technology,Yes,01/01/2015,12/31/2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2015,100.00%,139,139,67,16,24,10/01/2015,03/31/2016
907,300019,CHESHIRE MEDICAL CENTER,580 COURT STREET ,KEENE,NH,3431,Cheshire,0.0,3.5,66183.0,0.0,3.5,66183,,Not Available,Not Available,99.70%,337,338,99.70%,337,338,96.86%,185,191,98.95%,188,190,71.43%,75,105,15.24%,16,105,No,Certified EHR Technology,Yes,01/01/2015,12/31/2015,75.47%,40,53,30.19%,16,53,07/01/2014,06/30/2015,95.32%,163,171,89,31,35,10/01/2015,03/31/2016
908,300020,SOUTHERN NH MEDICAL CENTER,8 PROSPECT STREET ,NASHUA,NH,3060,Hillsborough,0.0,0.0,4105.0,0.0,0,4105,,Not Available,Not Available,100.00%,180,180,78.33%,141,180,97.61%,408,418,100.00%,418,418,68.57%,144,210,24.76%,52,210,Yes,Paper or Other Form,No,01/01/2015,12/31/2015,70.00%,49,70,47.14%,33,70,07/01/2014,06/30/2015,93.90%,231,246,93,56,60,10/01/2015,03/31/2016
909,300029,PORTSMOUTH REGIONAL HOSPITAL,333 BORTHWICK AVE ,PORTSMOUTH,NH,3801,Rockingham,0.07,16.87,10435.0,0.04,9.48,10435,,Not Available,Not Available,100.00%,278,278,100.00%,278,278,100.00%,565,565,100.00%,565,565,100.00%,348,348,81.90%,285,348,Yes,Certified EHR Technology,Yes,01/01/2015,12/31/2015,65.13%,99,152,44.74%,68,152,07/01/2014,06/30/2015,100.00%,362,362,89,65,73,10/01/2015,03/31/2016
910,301306,FRANKLIN REGIONAL HOSPITAL,15 AIKEN AVENUE ,FRANKLIN,NH,3235,Merrimack,0.01,0.42,2323.0,0.02,1,2323,,Not Available,Not Available,62.69%,168,268,58.21%,156,268,8.96%,24,268,72.01%,193,268,68.97%,80,116,68.97%,80,116,No,Paper or Other Form,No,01/01/2015,12/31/2015,76.09%,35,46,56.52%,26,46,07/01/2014,06/30/2015,99.31%,143,144,100,22,22,10/01/2015,03/31/2016
911,304000,NEW HAMPSHIRE HOSPITAL,36 CLINTON STREET ,CONCORD,NH,3301,Merrimack,0.17,209.22,52071.0,2.4,2993.58,52071,54.93,39,71,100.00%,1914,1914,100.00%,1914,1914,0.00%,0,1112,0.00%,0,1112,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Paper or Other Form,No,01/01/2015,12/31/2015,73.29%,310,423,48.46%,205,423,07/01/2014,06/30/2015,3.85%,34,884,78,795,1022,10/01/2015,03/31/2016
912,304001,HAMPSTEAD HOSPITAL,218 EAST ROAD ,HAMPSTEAD,NH,3841,Rockingham,0.13,47.08,14785.0,0.83,295.28,14785,,Not Available,Not Available,86.44%,1103,1276,83.93%,1071,1276,99.19%,244,246,100.00%,247,247,88.32%,121,137,83.21%,114,137,Yes,Paper or Other Form,Yes,01/01/2015,12/31/2015,81.25%,13,16,Not Available,Not Available,Not Available,07/01/2014,06/30/2015,72.94%,221,303,76,187,247,10/01/2015,03/31/2016
913,310001,HACKENSACK UNIVERSITY MEDICAL CENTER,30 PROSPECT AVE ,HACKENSACK,NJ,7601,Bergen,0.16,34.0,8923.0,0.0,0,8923,,Not Available,Not Available,91.72%,288,314,91.72%,288,314,97.22%,454,467,100.00%,116,116,56.86%,29,51,0.00%,0,51,Yes,Certified EHR Technology,Yes,01/01/2015,12/31/2015,71.07%,86,121,38.02%,46,121,07/01/2014,06/30/2015,94.69%,107,113,75,36,48,10/01/2015,03/31/2016
914,310002,NEWARK BETH ISRAEL MEDICAL CENTER,201 LYONS AVE ,NEWARK,NJ,7112,Essex,0.22,60.3,11236.0,0.22,59.28,11236,73.33,11,15,99.54%,649,652,92.64%,604,652,92.83%,272,293,98.27%,284,289,43.97%,51,116,43.10%,50,116,Yes,Certified EHR Technology,Yes,01/01/2015,12/31/2015,42.31%,22,52,Not Available,Not Available,Not Available,07/01/2014,06/30/2015,84.28%,268,318,77,152,198,10/01/2015,03/31/2016
915,310005,HUNTERDON MEDICAL CENTER,2100 WESCOTT DRIVE ,FLEMINGTON,NJ,8822,Hunterdon,0.1,8.0,3212.0,0.0,0,3212,,Not Available,Not Available,79.74%,185,232,70.69%,164,232,98.99%,391,395,97.97%,387,395,80.26%,183,228,24.12%,55,228,Yes,Paper or Other Form,No,01/01/2015,12/31/2015,70.21%,33,47,57.45%,27,47,07/01/2014,06/30/2015,95.08%,232,244,98,357,366,10/01/2015,03/31/2016
916,310008,HOLY NAME MEDICAL CENTER,718 TEANECK RD ,TEANECK,NJ,7666,Bergen,0.15,18.75,5291.0,0.16,20.75,5291,,Not Available,Not Available,99.71%,341,342,99.71%,341,342,99.42%,341,343,100.00%,351,351,96.00%,72,75,45.33%,34,75,No,Paper or Other Form,No,01/01/2015,12/31/2015,65.85%,54,82,41.46%,34,82,07/01/2014,06/30/2015,98.56%,137,139,63,46,73,10/01/2015,03/31/2016
917,310009,CLARA MAASS MEDICAL CENTER,ONE CLARA MAAS DRIVE ,BELLEVILLE,NJ,7109,Essex,0.36,101.08,11774.0,0.0,0,11774,,Not Available,Not Available,98.32%,527,536,94.59%,507,536,91.46%,471,515,99.41%,508,511,48.95%,93,190,29.47%,56,190,Yes,Certified EHR Technology,Yes,01/01/2015,12/31/2015,41.58%,79,190,21.05%,40,190,07/01/2014,06/30/2015,83.12%,261,314,100,151,151,10/01/2015,03/31/2016
918,310010,UNIVERSITY MEDICAL CENTER OF PRINCETON AT PLAINSBORO,ONE PLAINSBORO ROAD ,PLAINSBORO,NJ,8536,Middlesex,0.03,31.82,41632.0,0.0,0,41632,90.0,18,20,90.45%,710,785,85.22%,669,785,99.51%,819,823,99.76%,824,826,86.27%,484,561,9.63%,54,561,Yes,Paper or Other Form,No,01/01/2015,12/31/2015,57.56%,118,205,42.93%,88,205,07/01/2014,06/30/2015,85.29%,348,408,75,2704,3627,10/01/2015,03/31/2016
919,310015,MORRISTOWN MEDICAL CENTER,100 MADISON AVE ,MORRISTOWN,NJ,7962,Morris,0.1,12.12,5004.0,0.0,0,5004,,Not Available,Not Available,96.26%,309,321,94.39%,303,321,98.28%,628,639,98.63%,650,659,63.97%,158,247,37.25%,92,247,Yes,Paper or Other Form,Yes,01/01/2015,12/31/2015,76.71%,56,73,49.32%,36,73,07/01/2014,06/30/2015,100.00%,397,397,84,103,122,10/01/2015,03/31/2016
920,310025,BAYONNE MEDICAL CENTER,29 EAST 29TH ST ,BAYONNE,NJ,7002,Hudson,0.21,21.28,4246.0,0.0,0,4246,,Not Available,Not Available,97.88%,277,283,92.58%,262,283,98.96%,380,384,100.00%,386,386,87.80%,144,164,63.41%,104,164,Yes,Certified EHR Technology,Yes,01/01/2015,12/31/2015,59.42%,41,69,26.09%,18,69,07/01/2014,06/30/2015,97.27%,214,220,70,38,54,10/01/2015,03/31/2016
921,310027,TRINITAS REGIONAL MEDICAL CENTER,225 WILLIAMSON STREET ,ELIZABETH,NJ,7207,Union,0.62,335.97,22421.0,0.18,98.73,22421,27.91,12,43,100.00%,870,870,71.95%,626,870,94.88%,482,508,99.01%,501,506,62.83%,120,191,46.60%,89,191,Yes,Paper or Other Form,No,01/01/2015,12/31/2015,49.74%,97,195,21.54%,42,195,07/01/2014,06/30/2015,86.79%,322,371,70,3133,4484,10/01/2015,03/31/2016
922,310028,NEWTON MEDICAL CENTER,175 HIGH ST ,NEWTON,NJ,7860,Sussex,0.32,34.67,4552.0,0.04,4.83,4552,,Not Available,Not Available,98.00%,245,250,96.00%,240,250,92.01%,380,413,98.56%,411,417,63.50%,127,200,39.00%,78,200,Yes,Paper or Other Form,Yes,01/01/2015,12/31/2015,42.65%,29,68,25.00%,17,68,07/01/2014,06/30/2015,92.47%,221,239,95,69,73,10/01/2015,03/31/2016
923,310032,INSPIRA MEDICAL CENTER VINELAND,1505 WEST SHERMAN AVENUE ,VINELAND,NJ,8360,Cumberland,1.32,204.3,6456.0,0.51,78.5,6456,,Not Available,Not Available,11.33%,23,203,10.84%,22,203,92.38%,461,499,93.41%,468,501,80.77%,210,260,9.23%,24,260,Yes,Certified EHR Technology,Yes,01/01/2015,12/31/2015,38.71%,36,93,17.20%,16,93,07/01/2014,06/30/2015,91.58%,272,297,25,40,159,10/01/2015,03/31/2016
924,310040,HOBOKEN UNIVERSITY MEDICAL CENTER,308 WILLOW AVE ,HOBOKEN,NJ,7030,Hudson,0.02,4.2,9660.0,0.08,19.5,9660,,Not Available,Not Available,99.87%,786,787,98.86%,778,787,99.61%,253,254,100.00%,254,254,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Yes,Paper or Other Form,No,01/01/2015,12/31/2015,60.32%,38,63,19.05%,12,63,07/01/2014,06/30/2015,88.93%,257,289,37,28,76,10/01/2015,03/31/2016
925,310045,ENGLEWOOD HOSPITAL AND MEDICAL CENTER,350 ENGLE ST ,ENGLEWOOD,NJ,7631,Bergen,0.02,1.92,4150.0,0.0,0,4150,,Not Available,Not Available,99.30%,283,285,96.49%,275,285,97.92%,235,240,99.59%,245,246,71.88%,23,32,Not Available,Not Available,Not Available,Yes,Paper or Other Form,No,01/01/2015,12/31/2015,78.95%,45,57,50.88%,29,57,07/01/2014,06/30/2015,97.40%,150,154,70,45,64,10/01/2015,03/31/2016
926,310048,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL - SOMERSET,110 REHILL AVE ,SOMERVILLE,NJ,8876,Somerset,0.0,0.0,3880.0,0.0,0,3880,,Not Available,Not Available,89.69%,200,223,89.24%,199,223,88.68%,384,433,98.85%,429,434,87.97%,234,266,51.50%,137,266,No,Paper or Other Form,No,01/01/2015,12/31/2015,65.22%,15,23,Not Available,Not Available,Not Available,07/01/2014,06/30/2015,98.78%,242,245,92,47,51,10/01/2015,03/31/2016
927,310050,SAINT CLARE'S HOSPITAL,25 POCONO ROAD ,DENVILLE,NJ,7834,Morris,0.39,190.84,20508.0,0.31,154.43,20508,78.95,30,38,100.00%,732,732,99.86%,731,732,80.52%,277,344,98.54%,338,343,75.54%,105,139,48.20%,67,139,Yes,Paper or Other Form,No,01/01/2015,12/31/2015,56.55%,82,145,33.10%,48,145,07/01/2014,06/30/2015,95.97%,381,397,75,500,671,10/01/2015,03/31/2016
928,310051,OVERLOOK MEDICAL CENTER,99 BEAUVOIR AVENUE ,SUMMIT,NJ,7902,Union,0.06,9.5,6878.0,0.03,5.5,6878,,Not Available,Not Available,94.34%,350,371,90.03%,334,371,97.97%,530,541,99.48%,573,576,71.28%,139,195,41.54%,81,195,Yes,Paper or Other Form,Yes,01/01/2015,12/31/2015,72.81%,83,114,48.25%,55,114,07/01/2014,06/30/2015,98.18%,324,330,76,91,119,10/01/2015,03/31/2016
929,310054,HACKENSACKUMC MOUNTAINSIDE,1 BAY AVENUE ,MONTCLAIR,NJ,7042,Essex,0.14,24.4,7393.0,0.01,1.75,7393,,Not Available,Not Available,99.69%,324,325,99.69%,324,325,99.82%,542,543,100.00%,546,546,86.03%,197,229,40.61%,93,229,Yes,Paper or Other Form,No,01/01/2015,12/31/2015,62.42%,93,149,46.31%,69,149,07/01/2014,06/30/2015,99.71%,341,342,94,93,99,10/01/2015,03/31/2016
930,310057,VIRTUA MEMORIAL,175 MADISON AVE ,MOUNT HOLLY,NJ,8060,Burlington,0.29,40.5,5809.0,0.17,23.83,5809,,Not Available,Not Available,14.19%,43,303,9.90%,30,303,85.56%,326,381,97.90%,373,381,7.56%,17,225,7.11%,16,225,Yes,Paper or Other Form,No,01/01/2015,12/31/2015,46.15%,60,130,30.00%,39,130,07/01/2014,06/30/2015,94.44%,289,306,98,42,43,10/01/2015,03/31/2016
931,310058,BERGEN REGIONAL MEDICAL CENTER,230 EAST RIDGEWOOD AVE ,PARAMUS,NJ,7652,Bergen,0.31,665.0,88074.0,0.09,181,88074,69.01,49,71,98.41%,1302,1323,91.23%,1207,1323,92.72%,675,728,96.30%,703,730,51.64%,189,366,49.45%,181,366,Yes,Paper or Other Form,No,01/01/2015,12/31/2015,51.95%,200,385,29.61%,114,385,07/01/2014,06/30/2015,92.79%,1081,1165,29,737,2512,10/01/2015,03/31/2016
932,310061,LOURDES MEDICAL CENTER OF BURLINGTON COUNTY,218A SUNSET ROAD ,WILLINGBORO,NJ,8046,Burlington,0.57,124.45,9149.0,0.0,0,9149,86.36,38,44,99.57%,465,467,96.57%,451,467,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Yes,Paper or Other Form,No,01/01/2015,12/31/2015,30.65%,38,124,9.68%,12,124,07/01/2014,06/30/2015,96.51%,304,315,99,139,140,10/01/2015,03/31/2016
933,310074,JERSEY CITY MEDICAL CENTER,355 GRAND STREET ,JERSEY CITY,NJ,7302,Hudson,0.0,0.0,10015.0,0.0,0,10015,54.17,13,24,99.73%,368,369,99.73%,368,369,90.02%,424,471,99.17%,480,484,49.01%,99,202,29.21%,59,202,Yes,Certified EHR Technology,Yes,01/01/2015,12/31/2015,63.16%,12,19,Not Available,Not Available,Not Available,07/01/2014,06/30/2015,91.46%,300,328,99,245,248,10/01/2015,03/31/2016
